PG.UniprotIds,PG.Genes,PG.ProteinDescriptions,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.UniquePeptides
A0A287B5F5;I3L5X7,RBM3,RRM domain-containing protein,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,5736994,9389965,NaN,NaN,35.6%;20.6%,35.6%;20.6%,NaN,NaN,0.168933182954788,0.168933182954788,NaN,NaN,1,1
A0A481C7T7;A0A5G2QPZ2;A0A5G2R4X6;F1S224,RPS6KB1,Ribosomal protein S6 kinase,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,367338.8,1435122,NaN,NaN,3.4%;3.6%;3.6%;3.7%,3.4%;3.6%;3.6%;3.7%,NaN,NaN,2.94812917709351,2.94812917709351,NaN,NaN,1,1
F1SUT6,ARHGEF17,Rho guanine nucleotide exchange factor 17,NaN,NaN,2,1,NaN,NaN,2,1,NaN,NaN,167837.2,2228681,NaN,NaN,2.1%,1.1%,NaN,NaN,2.19228529930115,2.19228529930115,NaN,NaN,2,2
A0A287AQK8,COX19,Cytochrome c oxidase assembly factor COX19,NaN,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,769526.4,NaN,NaN,NaN,7.9%,NaN,NaN,NaN,0.112993724644184,NaN,NaN,NaN,1,NaN
I3LN61,STK38L,Serine/threonine kinase 38 like,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,224099.1,462349.4,NaN,NaN,2%,2%,NaN,NaN,1.56416714191437,1.56416714191437,NaN,NaN,1,1
A0A287A5V5;A0A287AC85;A0A287B5X2;A0A287BC48;F1RU72,THOC2,THO complex subunit 2,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,195681.8,NaN,NaN,NaN,0.6%;0.6%;0.6%;0.6%;0.6%,NaN,NaN,NaN,1.15071964263916,NaN,NaN,NaN,1,NaN
A0A5G2QRR7;F1SP04,RAI14,Retinoic acid induced 14,NaN,NaN,4,NaN,NaN,NaN,3,NaN,NaN,NaN,1402958,NaN,NaN,NaN,4.3%;4.2%,NaN,NaN,NaN,1.90606701374054,NaN,NaN,NaN,3,NaN
A0A287BNV4;A0A5G2QSZ2;F1SPR6;I3LFZ7,RNF123,Ring finger protein 123,NaN,NaN,1,3,NaN,NaN,1,3,NaN,NaN,1713506,1157451,NaN,NaN,2.9%;2.8%;3.1%;3%,2.6%;2.5%;2.7%;2.7%,NaN,NaN,1.80741274356842,1.80741274356842,NaN,NaN,4,4
A0A287A5I7;A0A5G2QDF5;F1RMH7,UNC45A,Unc-45 myosin chaperone A,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,69931.98,NaN,NaN,NaN,1.5%;1.2%;1.4%,NaN,NaN,NaN,-0.126440450549126,NaN,NaN,NaN,1,NaN
F1SMN7;F1SMP8,KCP,Kielin cysteine rich BMP regulator,NaN,NaN,1,2,NaN,NaN,1,2,NaN,NaN,675362.9,1055167,NaN,NaN,1.2%;1.2%,2.7%;2.5%,NaN,NaN,2.03500437736511,2.03500437736511,NaN,NaN,2,2
I3L9U8,EP300,Histone acetyltransferase,NaN,NaN,2,1,NaN,NaN,2,1,NaN,NaN,75707.05,308365.2,NaN,NaN,1.2%,0.6%,NaN,NaN,0.69456559419632,0.69456559419632,NaN,NaN,2,2
A0A480ILD7;A0A5G2QUC0;A0A5G2QZU3,PARD3B,Par-3 family cell polarity regulator beta,NaN,NaN,1,4,NaN,NaN,1,4,NaN,NaN,414080.7,1332456,NaN,NaN,0.7%;0.7%;0.7%,3.2%;3.4%;3.5%,NaN,NaN,1.833775639534,1.833775639534,NaN,NaN,5,5
A0A287A3H0;A0A287AFV4;A0A287AIC6;A0A287ARJ9;A0A287BFU2;A0A480YA88;A0A5G2QA69;A0A5G2R4M7;A0A5G2RF25;F1SR21,LOC102162486,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Putative RNA-binding protein Luc7-like 2 isoform 3;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,551335.3,NaN,NaN,NaN,2.3%;3%;2.5%;2.7%;2.4%;2.3%;2.3%;2.3%;2.5%;2.4%,NaN,NaN,NaN,0.945674538612366,NaN,NaN,NaN,1,NaN
A0A5G2QC96;A0A5G2R952;I3L6Q6,F13B,Coagulation factor XIII B chain,NaN,NaN,1,3,NaN,NaN,1,3,NaN,NaN,7944963,2.006313E+07,NaN,NaN,1.7%;1.8%;1.9%,4.7%;5.2%;5.3%,NaN,NaN,1.42954528331757,1.42954528331757,NaN,NaN,4,4
A0A287A3Q5;F1S458,KARS1,Lysine--tRNA ligase,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,577064.8,NaN,NaN,NaN,0.9%;1.1%,NaN,NaN,NaN,-0.0381787307560444,NaN,NaN,NaN,1,NaN
A0A5G2QH58;A0A5G2QLI6;A0A5G2QM94;A0A5G2QPL0;A0A5G2R5Y5;A0A5G2R9D3;A0A5G2RB40;A0A5G2RLI1;F6Q497;Q06AV3,ATXN3L,Ubiquitinyl hydrolase 1,NaN,NaN,2,1,NaN,NaN,1,1,NaN,NaN,290254.7,426599,NaN,NaN,2.8%;3%;3.4%;3.3%;3.5%;3%;2.8%;3.3%;2.9%;2.8%,2.8%;3%;3.4%;3.3%;3.5%;3%;2.8%;3.3%;2.9%;2.8%,NaN,NaN,-0.0798048228025436,-0.0798048228025436,NaN,NaN,1,1
P02550,TUBA1A,Tubulin alpha-1A chain,NaN,NaN,3,5,NaN,NaN,2,2,NaN,NaN,2758923,1.483171E+07,NaN,NaN,6.2%,7.1%,NaN,NaN,2.79559445381165,2.79559445381165,NaN,NaN,3,3
F2Z5U3,WDR82,WD repeat domain 82,NaN,NaN,1,2,NaN,NaN,1,2,NaN,NaN,1242085,537765.1,NaN,NaN,3.8%,6.4%,NaN,NaN,0.58572393655777,0.58572393655777,NaN,NaN,2,2
A0A287AN91;F1SQU2,SCYL2,SCY1 like pseudokinase 2,NaN,NaN,4,5,NaN,NaN,3,4,NaN,NaN,620764.6,2496490,NaN,NaN,5.7%;5.6%,7%;6.9%,NaN,NaN,2.08176231384277,2.08176231384277,NaN,NaN,5,5
A0A286ZVK7;A0A5K1UB41;I3LMG0,PIK3CA,"Phosphatidylinositol-4,5-bisphosphate 3-kinase;Phosphatidylinositol-4,5-bisphosphate 3-kinase;Phosphatidylinositol-4,5-bisphosphate 3-kinase",NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,368826.7,301925.8,NaN,NaN,0.9%;0.8%;0.9%,0.9%;0.8%;0.9%,NaN,NaN,1.61864817142487,1.61864817142487,NaN,NaN,1,1
A0A287AL50;A0A287AYF5;A0A287BR40;A0A5G2QNF3;F1RXE6,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,515388.8,1576156,NaN,NaN,4%;4.3%;4.4%;5.4%;3.6%,3.2%;3.5%;3.5%;4.3%;2.9%,NaN,NaN,2.32240343093872,2.32240343093872,NaN,NaN,2,2
A0A287B3H4;A0A5G2QQU7;A0A5G2QTB5,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease;DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease;DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,61186.18,80276.16,NaN,NaN,1.2%;1.1%;1.2%,1.2%;1.1%;1.2%,NaN,NaN,1.8876861333847,1.8876861333847,NaN,NaN,2,2
A0A286ZZ57;A0A287B5T6;A0A287B8I6;F6Q3P3,ARF1;FKBP11;FKBP11;ARF1,ADP ribosylation factor 1;Peptidylprolyl isomerase;Uncharacterized protein;ADP ribosylation factor 1,NaN,NaN,1,2,NaN,NaN,1,2,NaN,NaN,799046.9,267914.8,NaN,NaN,10.9%;6.9%;12.7%;12.4%,19.4%;12.2%;22.7%;22.2%,NaN,NaN,2.42348480224609,2.42348480224609,NaN,NaN,2,2
A0A286ZLR1;A0A480Q3H5;A0A5G2QFJ8;A0A5G2QZ43;A0A5G2RDC6;F1S432;I3LC00;I3LMJ8;I3LMM7,DDX19B,Uncharacterized protein;RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase;Uncharacterized protein,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,103232.6,370765.1,NaN,NaN,2.7%;2.5%;2.5%;3.1%;2.5%;2.5%;2.6%;2.9%;2.7%,2%;1.9%;1.9%;2.4%;1.9%;1.9%;2%;2.2%;2%,NaN,NaN,-0.059635091573,-0.059635091573,NaN,NaN,2,2
A0A286ZYH6;A0A287BR54,DTYMK,dTMP kinase,NaN,NaN,1,2,NaN,NaN,1,2,NaN,NaN,1097825,1209800,NaN,NaN,3.6%;3%,8.6%;7.1%,NaN,NaN,1.67007863521576,1.67007863521576,NaN,NaN,2,2
P80928,MIF,Macrophage migration inhibitory factor,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,725224.1,1.274994E+07,NaN,NaN,7.8%,7.8%,NaN,NaN,1.26869714260101,1.26869714260101,NaN,NaN,1,1
F1RJM8,ABHD11,Abhydrolase domain containing 11,NaN,NaN,1,5,NaN,NaN,1,4,NaN,NaN,6620991,7139352,NaN,NaN,6.8%,19.9%,NaN,NaN,2.46449851989746,2.46449851989746,NaN,NaN,4,4
A0A286ZR21;A0A286ZVS8;A0A287B1M4;A0A287B1R7;A0A5G2QC75;A0A5G2QJ01;A0A5G2R0L1;F1SM37;F1SM38,NEDD4L,HECT-type E3 ubiquitin transferase,NaN,NaN,1,2,NaN,NaN,1,1,NaN,NaN,1232183,591556.6,NaN,NaN,1%;1%;1%;1.1%;1%;1%;0.9%;1%;1%,0.6%;0.6%;0.6%;0.6%;0.6%;0.6%;0.6%;0.6%;0.6%,NaN,NaN,1.55130338668823,1.55130338668823,NaN,NaN,2,2
A0A5S6I475;B6CVD7,ERO1A,ERO1-like protein alpha,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,554880.3,NaN,NaN,NaN,1.6%;1.7%,NaN,NaN,NaN,0.727044403553009,NaN,NaN,NaN,1,NaN
A0A480PP98,GBE1,"1,4-alpha-glucan branching enzyme",NaN,NaN,2,5,NaN,NaN,2,5,NaN,NaN,144285.5,1.075862E+07,NaN,NaN,4.3%,7.7%,NaN,NaN,2.2865195274353,2.2865195274353,NaN,NaN,5,5
A0A286ZL42;Q2EHH8,PPP1CA,Serine/threonine-protein phosphatase,NaN,NaN,3,2,NaN,NaN,3,1,NaN,NaN,698975.1,1776924,NaN,NaN,8.8%;9.1%,3.2%;3.3%,NaN,NaN,1.0444210767746,1.0444210767746,NaN,NaN,3,3
F1S9V4,TDRD9,Tudor domain containing 9,NaN,NaN,2,1,NaN,NaN,2,1,NaN,NaN,612177.2,1269337,NaN,NaN,1.2%,0.6%,NaN,NaN,-0.263586103916168,-0.263586103916168,NaN,NaN,2,2
A0A287B959;A0A287BFK0;A0A480JJE7,H2AC6;H2AW;H2AC6,Histone H2A,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,3680680,7768442,NaN,NaN,15.9%;17.7%;17.7%,15.9%;17.7%;17.7%,NaN,NaN,0.478621900081635,0.478621900081635,NaN,NaN,1,1
A0A287BJI6;F1S5Z3,SARS1,Seryl-tRNA synthetase,NaN,NaN,4,3,NaN,NaN,4,3,NaN,NaN,2239593,621466.5,NaN,NaN,4.1%;4.3%,3.5%;3.7%,NaN,NaN,2.05432844161987,2.05432844161987,NaN,NaN,4,4
A0A5G2QSQ4;A0A5G2REP6,C3H16orf96,Chromosome 3 C16orf96 homolog,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,9127074,3.041822E+07,NaN,NaN,0.8%;0.8%,0.8%;0.8%,NaN,NaN,-0.733606219291687,-0.733606219291687,NaN,NaN,1,1
A0A287ALC2;A0A287BSJ6;F1SU29;I3LLK1,RANBP2,Uncharacterized protein,NaN,NaN,2,NaN,NaN,NaN,2,NaN,NaN,NaN,86432.01,NaN,NaN,NaN,0.6%;0.6%;0.6%;0.6%,NaN,NaN,NaN,1.47938120365143,NaN,NaN,NaN,2,NaN
A0A5G2Q9M6;I3L6U9;Q2XSV9,GNA11,Guanine nucleotide-binding protein subunit alpha-11,NaN,NaN,1,4,NaN,NaN,1,3,NaN,NaN,286327.7,1293871,NaN,NaN,3.1%;3.1%;3.1%,11.6%;11.4%;11.4%,NaN,NaN,2.2856719493866,2.2856719493866,NaN,NaN,3,3
I3LGC6,USP24,Ubiquitinyl hydrolase 1,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,212739.2,230682,NaN,NaN,1%,0.6%,NaN,NaN,2.05070281028748,2.05070281028748,NaN,NaN,2,2
A0A286ZXP4;A0A287B3I8;A0A287BEA2;A0A287BR98;A0A287BRM1;A0A2C9F369;A0A5G2R106;F1S962;F1SQP7;F6PWE0;K7GT17;Q0GFF6,RXRA;RXRA;RXRB;RXRA;RXRA;RXRG;RXRA;NR2F6;NR2C1;RXRB;RXRA;RXRG,Retinoid X receptor alpha;Retinoid X receptor alpha;Retinoid X receptor beta;Retinoid X receptor alpha;Retinoid X receptor alpha;Retinoic acid receptor RXR-gamma;Retinoid X receptor alpha;Nuclear receptor subfamily 2 group F member 6;Nuclear receptor subfamily 2 group C member 1;Retinoid X receptor beta;Retinoid X receptor alpha;Retinoic acid receptor RXR-gamma,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,42453.39,81409.99,NaN,NaN,1.8%;1.6%;2.1%;1.7%;1.9%;2.1%;1.3%;2.2%;1.5%;1.7%;1.9%;1.9%,1.8%;1.6%;2.1%;1.7%;1.9%;2.1%;1.3%;2.2%;1.5%;1.7%;1.9%;1.9%,NaN,NaN,1.32706165313721,1.32706165313721,NaN,NaN,1,1
A0A5K1U110;F1RSB8;I3LEM1,VEZF1,Vascular endothelial zinc finger 1,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,172182.3,183475.9,NaN,NaN,2.4%;2.4%;2.3%,2.4%;2.4%;2.3%,NaN,NaN,2.4272255897522,2.4272255897522,NaN,NaN,1,1
A0A5G2R9R6;F1SQ40,PDIA5,Protein disulfide isomerase family A member 5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,162511.6,NaN,NaN,NaN,1.8%;1.8%,NaN,NaN,NaN,-0.959585070610046,NaN,NaN,NaN,1,NaN
A0A286ZV67;A0A287AST6;A0A5G2QA35;A0A5G2QIP3;A0A5G2QJE8;A0A5G2R5E7;F1SUH3,PDPK1,3-phosphoinositide-dependent protein kinase 1;3-phosphoinositide-dependent protein kinase 1;Non-specific serine/threonine protein kinase;3-phosphoinositide-dependent protein kinase 1;3-phosphoinositide-dependent protein kinase 1;3-phosphoinositide-dependent protein kinase 1;3-phosphoinositide-dependent protein kinase 1,NaN,NaN,2,4,NaN,NaN,2,3,NaN,NaN,350181.7,1057837,NaN,NaN,2.5%;3%;3.7%;3.2%;3.3%;3%;2.7%,4.6%;5.6%;6.8%;5.8%;6.1%;5.5%;5%,NaN,NaN,1.68617582321167,1.68617582321167,NaN,NaN,3,3
A0A287AAV0;A0A287BQ09;I3LGV6,GTPBP1,GTP-binding protein 1,NaN,NaN,3,3,NaN,NaN,3,2,NaN,NaN,7137667,2715098,NaN,NaN,7.1%;7.3%;7.3%,4.8%;4.9%;4.9%,NaN,NaN,1.45263183116913,1.45263183116913,NaN,NaN,3,3
A0A286ZR71;A0A5G2QXA0;F1SEA2,SLAIN2,SLAIN motif family member 2,NaN,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,182017,NaN,NaN,NaN,2.1%;2%;2.1%,NaN,NaN,NaN,2.5304639339447,NaN,NaN,NaN,1,NaN
A0A286ZRI3;A0A286ZWH1;A0A287AMG7;A0A287AVP0;A0A287AW68;A0A287B1H6;A0A287B1S9;A0A287B568;A0A287BAF8;F1RXZ6,BIN1,Bridging integrator 1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,464821.1,NaN,NaN,NaN,2.5%;2.7%;2.7%;2.4%;2.4%;2.7%;3%;2.6%;2.6%;3.1%,NaN,NaN,NaN,1.94911766052246,NaN,NaN,NaN,1,NaN
A0A287AML4;A0A287AP49;A0A287ARA3;A0A287B2C5;A0A287BJV7,UBA2,Uncharacterized protein,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,673951.8,543167.1,NaN,NaN,6.7%;6.1%;6.7%;6.5%;14.5%,6.7%;6.1%;6.7%;6.5%;14.5%,NaN,NaN,-0.385714828968048,-0.385714828968048,NaN,NaN,1,1
A0A286ZSH0;A0A5G2R4Y1;A0A5G2RF79;F1S269,RCSD1,RCSD domain containing 1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1288653,NaN,NaN,NaN,4%;4.7%;3.8%;5.4%,NaN,NaN,NaN,1.71136057376862,NaN,NaN,NaN,1,NaN
A0A5G2QGW6;F1S006,FN3K,Protein-ribulosamine 3-kinase,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,182459,NaN,NaN,NaN,3.9%;2.1%,NaN,NaN,NaN,0.250692158937454,NaN,NaN,NaN,1,NaN
A0A287BM03;A0A5G2QF96,EVL,Ena/VASP-like protein,NaN,NaN,3,4,NaN,NaN,3,3,NaN,NaN,2013455,1149508,NaN,NaN,10.9%;10.4%,11.7%;11.1%,NaN,NaN,1.98679220676422,1.98679220676422,NaN,NaN,4,4
F1RXA7;I3LL55,PSMD3,"26S proteasome non-ATPase regulatory subunit 3;Proteasome 26S subunit, non-ATPase 3",NaN,NaN,1,4,NaN,NaN,1,3,NaN,NaN,150714.4,543595.4,NaN,NaN,2.8%;2.9%,8.2%;8.5%,NaN,NaN,0.655182182788849,0.655182182788849,NaN,NaN,3,3
F1ST94,GSDME,Gasdermin E,NaN,NaN,2,1,NaN,NaN,1,1,NaN,NaN,92005.76,217428,NaN,NaN,1.8%,1.8%,NaN,NaN,0.547917068004608,0.547917068004608,NaN,NaN,1,1
A0A5G2QRZ4;A0A5G2R9W9;F1RMS3;I3LGQ3,FCHSD1,FCH and double SH3 domains 1,NaN,NaN,1,2,NaN,NaN,1,2,NaN,NaN,474844.8,131490,NaN,NaN,5.3%;2.2%;1.9%;1.7%,9.1%;3.8%;3.2%;2.9%,NaN,NaN,2.90470099449158,2.90470099449158,NaN,NaN,2,2
A0A287A8D9;A0A5G2QWG8;I3LU86,MTUS2,Microtubule associated scaffold protein 2,NaN,NaN,1,3,NaN,NaN,1,2,NaN,NaN,1386171,176904.8,NaN,NaN,1.6%;1.7%;1.7%,2.2%;2.3%;2.3%,NaN,NaN,0.986913025379181,0.986913025379181,NaN,NaN,2,2
A0A287ACA2;A0A287AQA4;A0A287BCH7,MTSS2,MTSS I-BAR domain containing 2,NaN,NaN,2,1,NaN,NaN,2,1,NaN,NaN,163000.5,2644829,NaN,NaN,4%;4.8%;4.5%,2.2%;2.7%;2.5%,NaN,NaN,1.34270417690277,1.34270417690277,NaN,NaN,2,2
A0A287A617,HMGN5,High mobility group nucleosome-binding domain-containing protein 5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,91974.75,NaN,NaN,NaN,4.2%,NaN,NaN,NaN,-0.622901141643524,NaN,NaN,NaN,1,NaN
A0A5G2Q8H3,MMAB,Corrinoid adenosyltransferase,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,211710.2,NaN,NaN,NaN,4.1%,NaN,NaN,NaN,2.30697345733643,NaN,NaN,NaN,1,NaN
A0A287AG15;A0A5G2QWQ9;A0A5G2R489,PEF1,Penta-EF-hand domain containing 1,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,939350.6,365081.3,NaN,NaN,4.7%;4.5%;3.9%,4.7%;4.5%;3.9%,NaN,NaN,1.93239200115204,1.93239200115204,NaN,NaN,1,1
A0A5G2QHU0;F1RJX8,COPA,Coatomer subunit alpha,NaN,NaN,4,3,NaN,NaN,4,3,NaN,NaN,2842019,2439438,NaN,NaN,4%;4.1%,3.2%;3.3%,NaN,NaN,2.01443576812744,2.01443576812744,NaN,NaN,5,5
A0A287AZC9;A0A287BP22;A0A5G2QC98,FSTL1,Follistatin like 1,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,234347.7,161479.4,NaN,NaN,3%;2.6%;2.6%,3%;2.6%;2.6%,NaN,NaN,0.0130847226828337,0.0130847226828337,NaN,NaN,1,1
A0A5G2QTZ0;A0A5G2QUB2;A0A5G2RE74;F1SHW6,KIF1A,Uncharacterized protein,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,65497.82,NaN,NaN,NaN,0.5%;0.5%;0.5%;0.5%,NaN,NaN,NaN,-0.506431877613068,NaN,NaN,NaN,1,NaN
A0A287B771,RPS4X,40S ribosomal protein S4,NaN,NaN,1,7,NaN,NaN,1,5,NaN,NaN,8205140,2963105,NaN,NaN,3.4%,28.1%,NaN,NaN,2.80775809288025,2.80775809288025,NaN,NaN,6,6
A0A287A073;A0A287AIV4;A0A5G2QQP5;A0A5G2R6S7;A0A5G2R7M7;F1SGV5;I3L9V1,DYRK1A,Dual-specificity kinase,NaN,NaN,1,2,NaN,NaN,1,2,NaN,NaN,1378724,313067,NaN,NaN,1%;0.9%;1%;1.2%;1.3%;1%;0.9%,2.9%;2.6%;2.7%;3.5%;3.8%;2.8%;2.6%,NaN,NaN,1.4074569940567,1.4074569940567,NaN,NaN,2,2
A0A287AHU1,PAIP1,MIF4G domain-containing protein,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,210118.9,NaN,NaN,NaN,2.3%,NaN,NaN,NaN,2.24750089645386,NaN,NaN,NaN,1,NaN
I3LI05,SRRT,Arsenite-resistance protein 2,NaN,NaN,2,1,NaN,NaN,2,1,NaN,NaN,889248.1,324897.9,NaN,NaN,2.1%,1.3%,NaN,NaN,0.0235950332134962,0.0235950332134962,NaN,NaN,3,3
A0A286ZT56;A0A287ATC4;A0A5G2QD12;I3L7Q4,PRPF6,PRP6 homolog,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,15515.68,NaN,NaN,NaN,1%;1%;1%;1.2%,NaN,NaN,NaN,-1.20878911018372,NaN,NaN,NaN,1,NaN
I3LFU3,NaN,RING-type domain-containing protein,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,153554.5,257836.9,NaN,NaN,0.7%,0.7%,NaN,NaN,0.523541867733002,0.523541867733002,NaN,NaN,1,1
A0MLS8;F1RVC8;Q3YJM5,PRKG1;PRKG2;PRKG1,cGMP-dependent protein kinase,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,52664.69,NaN,NaN,NaN,1.2%;1%;1.2%,NaN,NaN,NaN,0.802275955677032,NaN,NaN,NaN,1,NaN
A0A287B0N7;A0A5G2QL69,NOL3,CARD domain-containing protein,NaN,NaN,1,2,NaN,NaN,1,2,NaN,NaN,499670.5,53060.32,NaN,NaN,8%;9.4%,8.9%;10.4%,NaN,NaN,2.6005642414093,2.6005642414093,NaN,NaN,2,2
A0A286ZT11;A0A287AB47;A0A287BPX4;I3LEZ7,HDAC6,Histone deacetylase 6,NaN,NaN,3,1,NaN,NaN,2,1,NaN,NaN,1563266,4000942,NaN,NaN,2.8%;2.8%;2.6%;2.7%,1.7%;1.8%;1.6%;1.7%,NaN,NaN,2.32467174530029,2.32467174530029,NaN,NaN,2,2
A0A286ZRY0;F1RUZ0,RPS6KB2,Ribosomal protein S6 kinase B2;Non-specific serine/threonine protein kinase,NaN,NaN,1,2,NaN,NaN,1,1,NaN,NaN,159912.5,259128.5,NaN,NaN,2.3%;2.8%,2.3%;2.8%,NaN,NaN,1.35265016555786,1.35265016555786,NaN,NaN,1,1
A0A287B795;F2Z5G0,SHOC2,Leucine-rich repeat protein SHOC-2,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,232979.6,NaN,NaN,NaN,2.2%;2.4%,NaN,NaN,NaN,2.20830059051514,NaN,NaN,NaN,1,NaN
A0A5G2R780,DNAH6,Uncharacterized protein,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,306249.9,177024.9,NaN,NaN,0.4%,0.4%,NaN,NaN,-0.571204245090485,-0.571204245090485,NaN,NaN,1,1
A0A5G2QVE8;F1SLR1,NDUFA8,Complex I-19kD,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,78602.63,1094858,NaN,NaN,4.7%;4.4%,4.7%;4.4%,NaN,NaN,2.07133197784424,2.07133197784424,NaN,NaN,1,1
A0A287AP77,MVB12A,ESCRT-I complex subunit MVB12A,NaN,NaN,1,3,NaN,NaN,1,1,NaN,NaN,294187.9,612538.4,NaN,NaN,5.5%,5.5%,NaN,NaN,2.48334932327271,2.48334932327271,NaN,NaN,1,1
A0A5G2RD82;F1SHD6,EEF1B2,Elongation factor 1-beta,NaN,NaN,2,1,NaN,NaN,2,1,NaN,NaN,951644.1,3876233,NaN,NaN,9%;10.7%,5.6%;6.7%,NaN,NaN,0.317249566316605,0.317249566316605,NaN,NaN,2,2
A0A5G2QBQ4;F1SQ01;K7GLN4,PRDX4,Peroxiredoxin 4;Peroxiredoxin-4;Peroxiredoxin 4,NaN,NaN,1,3,NaN,NaN,1,2,NaN,NaN,1929192,243656.8,NaN,NaN,3.6%;3.7%;3.7%,13%;13.2%;13.2%,NaN,NaN,1.63565123081207,1.63565123081207,NaN,NaN,3,3
